food_id	food_name	Protein	Lipid	Carbohydrate	Energy
18081	Bread, stuffing, dry mix	11.0	3.4	76.2	386
18082	Bread, stuffing, dry mix, prepared	2.73	12.05	18.84	195
18085	Bread, stuffing, cornbread, dry mix, prepared	2.9	8.8	21.9	179
18088	Cake, angelfood, dry mix, prepared	6.1	0.3	58.7	257
18090	Cake, boston cream pie, commercially prepared	2.4	8.5	42.9	252
18110	Cake, fruitcake, commercially prepared	2.9	9.1	61.6	324
18114	Cake, gingerbread, dry mix	4.4	13.8	74.6	437
18120	Cake, pound, commercially prepared, butter (includes fresh and frozen)	5.0	13.96	53.64	353
18127	Cake, snack cakes, creme-filled, chocolate with frosting	3.63	15.93	60.31	399
18128	Cake, snack cakes, creme-filled, sponge	3.47	11.54	64.03	374
18133	Cake, sponge, commercially prepared	5.4	2.7	61.0	290
18144	Cake, yellow, enriched, dry mix	3.7	3.5	81.92	374
18151	Cookies, brownies, commercially prepared	4.8	16.3	63.9	405
18155	Cookies, butter, commercially prepared, enriched	6.1	18.8	68.9	467
18157	Cookies, chocolate wafers	6.6	14.2	72.7	433
18158	Cookies, chocolate chip, commercially prepared, regular, lower fat	5.97	17.91	67.49	451
18159	Cookies, chocolate chip, commercially prepared, regular, higher fat, enriched	5.1	24.72	65.36	492
18166	Cookies, chocolate sandwich, with creme filling, regular	5.21	19.14	71.0	464
18168	Cookies, chocolate sandwich, with extra creme filling	4.33	24.52	68.2	497
18170	Cookies, fig bars	3.7	7.3	70.9	348
18171	Cookies, fortune	4.2	2.7	84.0	378
18172	Cookies, gingersnaps	5.6	9.8	76.9	416
18173	Cookies, graham crackers, plain or honey (includes cinnamon)	6.69	10.6	77.66	430
18174	Cookies, graham crackers, chocolate-coated	4.0	25.8	66.78	500
18175	Cookies, ladyfingers, with lemon juice and rind	10.6	9.1	59.7	365
18176	Cookies, marshmallow, chocolate-coated (includes marshmallow pies)	4.0	16.9	67.7	421
18177	Cookies, molasses	5.6	12.8	73.8	430
18178	Cookies, oatmeal, commercially prepared, regular	6.2	18.1	68.7	450
18185	Cookies, peanut butter, commercially prepared, regular	8.92	23.82	58.15	473
18190	Cookies, peanut butter sandwich, regular	8.8	21.1	65.6	478
18191	Cookies, raisin, soft-type	4.1	13.6	68.0	401
18192	Cookies, shortbread, commercially prepared, plain	5.37	26.22	63.78	514
10002	Pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder), separable lean only, raw	21.2	4.86	0.0	134
10003	Pork, fresh, composite of trimmed leg, loin, shoulder, and spareribs, (includes cuts to be cured), separable lean and fat, raw	18.22	14.79	0.0	211
18198	Cookies, chocolate chip, commercially prepared, special dietary	3.9	16.8	73.4	450
10007	Pork, fresh, separable fat, cooked	7.06	66.1	0.0	626
18199	Cookies, chocolate sandwich, with creme filling, special dietary	4.5	22.1	68.0	461
18200	Cookies, oatmeal, commercially prepared, special dietary	4.8	18.0	69.9	449
18202	Cookies, sugar wafer, with creme filling, sugar free	3.57	28.57	66.26	531
18204	Cookies, sugar, commercially prepared, regular (includes vanilla)	5.35	19.55	67.34	464
18209	Cookies, sugar wafers with creme filling, regular	3.84	23.24	70.64	502
18210	Cookies, vanilla sandwich with creme filling	4.5	20.0	72.1	483
18211	Puff pastry, frozen, ready-to-bake, baked	7.4	38.5	45.7	558
18212	Cookies, vanilla wafers, lower fat	5.0	15.2	73.6	441
18213	Cookies, vanilla wafers, higher fat	4.9	16.41	72.6	455
18214	Crackers, cheese, regular	10.93	22.74	59.42	489
10024	Pork, fresh, loin, whole, separable lean only, raw	21.43	5.66	0.0	143
10025	Pork, fresh, loin, whole, separable lean only, cooked, braised	28.57	9.12	0.0	204
18216	Crackers, crispbread, rye	7.9	1.3	82.2	366
10027	Pork, fresh, loin, whole, separable lean only, cooked, roasted	28.62	9.63	0.0	209
18217	Crackers, matzo, plain	10.0	1.4	83.7	395
18220	Crackers, melba toast, plain	12.1	3.2	76.6	390
18223	Crackers, milk	7.6	13.77	71.73	446
100147	Tomatoes, grape, raw	0.83	0.63	5.51	31
18228	Crackers, saltines (includes oyster, soda, soup)	9.46	8.64	74.05	418
18229	Crackers, standard snack-type, regular	6.64	26.43	61.3	510
18230	Crackers, standard snack-type, sandwich, with cheese filling	9.3	21.1	61.7	477
18231	Crackers, standard snack-type, sandwich, with peanut butter filling	11.47	24.54	58.38	494
18232	Crackers, wheat, regular	7.3	16.4	70.73	455
18235	Crackers, whole-wheat	10.58	14.13	69.55	427
18237	Cream puff shell, prepared from recipe	9.0	25.9	22.8	360
18239	Croissants, butter	8.2	21.0	45.8	406
18241	Croissants, cheese	9.2	20.9	47.0	414
18243	Croutons, seasoned	10.8	18.3	63.5	465
18244	Danish pastry, cinnamon, enriched	7.0	22.4	44.6	403
18245	Danish pastry, cheese	8.0	21.9	37.2	374
18246	Danish pastry, fruit, enriched (includes apple, cinnamon, raisin, lemon, raspberry, strawberry)	5.4	18.5	47.8	371
18248	Doughnuts, cake-type, plain (includes unsugared, old-fashioned)	5.31	24.93	47.06	434
10060	Pork, fresh, loin, tenderloin, separable lean only, raw	20.95	2.17	0.0	109
10061	Pork, fresh, loin, tenderloin, separable lean only, cooked, roasted	26.17	3.51	0.0	143
10062	Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, raw	21.55	6.94	0.0	155
18255	Doughnuts, yeast-leavened, glazed, enriched (includes honey buns)	6.14	22.7	47.93	421
10064	Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, broiled	26.62	9.14	0.0	196
10065	Pork, fresh, loin, top loin (roasts), boneless, separable lean and fat, cooked, roasted	26.45	8.82	0.0	192
18258	Muffins, English, plain, enriched, with ca prop (includes sourdough)	8.87	1.69	44.17	227
100173	Sausage, pork, chorizo, link or ground, cooked, pan-fried	19.3	28.1	2.63	341
10068	Pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, broiled	27.58	6.08	0.0	173
10069	Pork, fresh, loin, top loin (roasts), boneless, separable lean only, cooked, roasted	27.23	6.28	0.0	173
10070	Pork, fresh, shoulder, whole, separable lean and fat, raw	17.18	17.99	0.0	236
18264	Muffins, English, wheat	8.7	2.0	44.8	223
10073	Pork, fresh, shoulder, whole, separable lean only, cooked, roasted	25.33	13.54	0.0	230
10075	Pork, fresh, shoulder, arm picnic, separable lean and fat, cooked, braised	24.88	14.33	0.0	235
10078	Pork, fresh, shoulder, arm picnic, separable lean only, cooked, braised	26.76	8.87	0.0	194
18271	Ice cream cones, cake or wafer-type	8.1	6.9	79.0	417
18272	Ice cream cones, sugar, rolled-type	7.9	3.8	84.1	402
10081	Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, cooked, braised	25.07	17.69	0.0	267
18274	Muffins, blueberry, commercially prepared (Includes mini-muffins)	4.49	16.07	53.0	375
100193	Tomatoes, canned, red, ripe, diced	0.84	0.5	3.32	21
10085	Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, cooked, braised	26.57	13.2	0.0	233
18279	Muffins, corn, commercially prepared	5.9	8.4	51.0	305
18283	Muffins, oat bran	7.0	7.4	48.3	270
10093	Pork, fresh, composite of trimmed retail cuts (leg, loin, and shoulder), separable lean only, cooked	27.51	9.21	0.0	201
18288	Pancakes plain, frozen, ready-to-heat (includes buttermilk)	5.23	6.83	37.75	233
10099	Pork, fresh, variety meats and by-products, chitterlings, cooked, simmered	12.49	20.32	0.0	233
18291	Pancakes, plain, dry mix, incomplete (includes buttermilk)	10.0	1.7	73.6	355
10119	Pork, fresh, variety meats and by-products, stomach, raw	16.85	10.14	0.0	159
10123	Pork, cured, bacon, unprepared	13.66	37.13	0.0	393
18317	Pie, egg custard, commercially prepared	5.5	11.6	20.8	210
18319	Pie, fried pies, fruit	3.0	16.1	42.6	316
10132	Pork, cured, feet, pickled	11.63	10.02	0.01	140
10136	Pork, cured, ham, boneless, regular (approximately 11% fat), roasted	22.62	9.02	0.0	178
100251	Flour, corn, yellow, fine meal, enriched	6.2	1.74	80.8	364
100252	Onions, red, raw	0.94	0.1	9.93	44
10141	Pork, cured, ham, center slice, country-style, separable lean only, raw	27.8	8.32	0.3	195
100253	Onions, yellow, raw	0.83	0.05	8.61	38
18335	Pie crust, standard-type, frozen, ready-to-bake, enriched, baked	6.5	28.59	56.24	508
100254	Bananas, overripe, raw	0.73	0.22	20.1	85
100255	Onions, white, raw	0.89	0.13	7.68	36
18338	Phyllo dough	7.1	6.0	52.6	299
100256	Flour, pastry, unenriched, unbleached	8.75	1.64	77.2	359
100258	Oil, olive, extra light	0.0	100.0	0.0	900
100260	Spinach, baby	2.85	0.62	2.41	27
18342	Rolls, dinner, plain, commercially prepared (includes brown-and-serve)	10.86	6.47	52.04	310
100261	Tomato, roma	0.7	0.42	3.84	22
10153	Pork, cured, ham, whole, separable lean only, roasted	25.05	5.5	0.0	157
100266	Grape juice, white, with added vitamin C, from concentrate, shelf stable	0.09	0.26	15.84	66
18347	Rolls, dinner, wheat	8.6	6.3	46.0	273
100267	Grapefruit juice, red, not fortified, not from concentrate, refrigerated	0.57	0.27	9.1	41
18349	Rolls, french	8.6	4.3	50.2	277
18350	Rolls, hamburger or hotdog, plain	9.77	3.91	50.12	279
18351	Rolls, hamburger or hotdog, mixed-grain	9.6	6.0	44.6	263
18353	Rolls, hard (includes kaiser)	9.9	4.3	52.7	293
18356	Sweet rolls, cinnamon, commercially prepared with raisins	6.2	16.4	50.9	372
10165	Pork, cured, salt pork, raw	5.05	80.5	0.0	748
18360	Taco shells, baked	6.41	21.79	63.49	476
18363	Tortillas, ready-to-bake or -fry, corn	5.7	2.85	44.64	218
18364	Tortillas, ready-to-bake or -fry, flour, refrigerated	8.2	7.99	49.38	306
10173	Pork, fresh, variety meats and by-products, feet, cooked, simmered	21.94	16.05	0.0	238
18369	Leavening agents, baking powder, double-acting, sodium aluminum sulfate	0.0	0.0	27.7	53
18370	Leavening agents, baking powder, double-acting, straight phosphate	0.1	0.0	24.1	51
18372	Leavening agents, baking soda	0.0	0.0	0.0	0
18373	Leavening agents, cream of tartar	0.0	0.0	61.5	258
10182	Pork, cured, ham, boneless, extra lean and regular, unheated	18.26	8.39	2.28	162
18374	Leavening agents, yeast, baker's, compressed	8.4	1.9	18.1	105
10184	Pork, cured, ham, extra lean and regular, canned, unheated	17.97	7.46	0.0	144
10185	Pork, cured, ham, extra lean and regular, canned, roasted	20.94	8.43	0.49	167
18375	Leavening agents, yeast, baker's, active dry	40.44	7.61	41.22	325
10188	Pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder, and spareribs), separable lean and fat, cooked	26.36	13.89	0.0	238
10193	Pork, fresh, backribs, separable lean and fat, cooked, roasted	23.01	21.51	0.0	292
2003	Spices, basil, dried	22.98	4.07	47.75	233
2005	Spices, caraway seed	19.77	14.59	49.9	333
2007	Spices, celery seed	18.07	25.27	41.35	392
2009	Spices, chili powder	13.46	14.28	49.7	282
2010	Spices, cinnamon, ground	3.99	1.24	80.59	247
2011	Spices, cloves, ground	5.97	13.0	65.53	274
2012	Spices, coriander leaf, dried	21.93	4.78	52.1	279
2014	Spices, cumin seed	17.81	22.27	44.24	375
2020	Spices, garlic powder	16.55	0.73	72.73	331
2021	Spices, ginger, ground	8.98	4.24	71.62	335
2023	Spices, marjoram, dried	12.66	7.04	60.56	271
2024	Spices, mustard seed, ground	26.08	36.24	28.09	508
2025	Spices, nutmeg, ground	5.84	36.31	49.29	525
2027	Spices, oregano, dried	9.0	4.28	68.92	265
2028	Spices, paprika	14.14	12.89	53.99	282
2029	Spices, parsley, dried	26.63	5.48	50.64	292
2030	Spices, pepper, black	10.39	3.26	63.95	251
2031	Spices, pepper, red or cayenne	12.01	17.27	56.63	318
10220	Pork, fresh, ground, cooked	25.69	20.77	0.0	297
18416	Bread, white, commercially prepared, low sodium, no salt	8.2	3.6	49.6	267
2034	Spices, poultry seasoning	9.59	7.53	65.59	307
10227	Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean and fat, cooked	26.07	13.66	0.0	235
2038	Spices, sage, ground	10.63	12.75	60.73	315
18425	Crackers, saltines, low salt (includes oyster, soda, soup)	9.5	8.85	74.34	421
2042	Spices, thyme, dried	9.11	7.43	63.94	276
2043	Spices, turmeric, ground	9.68	3.25	67.14	312
2044	Basil, fresh	3.15	0.64	2.65	23
18429	Crackers, whole-wheat, low salt	8.8	17.2	68.6	443
2046	Mustard, prepared, yellow	4.25	3.38	5.3	69
2047	Salt, table, iodized	0.0	0.0	0.0	0
2048	Vinegar, cider	0.0	0.0	0.93	21
18434	Crackers, cheese, low sodium	10.1	25.3	58.2	503
2052	Vanilla extract, imitation, no alcohol	0.03	0.0	14.4	56
2053	Vinegar, distilled	0.0	0.0	0.04	18
2054	Capers, canned	2.36	0.86	4.89	23
2055	Horseradish, prepared	1.18	0.69	11.29	48
43015	Salad dressing, caesar dressing, regular	2.17	57.85	3.3	542
43016	Salad dressing, coleslaw	0.85	34.53	22.4	404
43017	Salad dressing, green goddess, regular	1.9	43.33	7.36	427
43020	Salad dressing, blue or roquefort cheese, low calorie	5.1	7.2	2.9	99
43021	Salad dressing, caesar, low calorie	0.3	4.4	18.6	110
43026	Syrups, sugar free	0.8	0.0	11.99	51
43027	Jellies, no sugar (with sodium saccharin), any flavors	0.55	0.0	29.6	121
18457	Crackers, saltines, fat-free, low-sodium	10.5	1.6	82.3	393
18459	Tart, breakfast, low fat	3.99	5.99	76.8	372
43046	Candies, nougat, with almonds	3.33	1.67	92.39	398
43058	Candies, hard, dietetic or low calorie (sorbitol)	0.0	0.0	98.6	394
43059	Candies, chocolate covered, low sugar or low calorie	12.39	43.27	37.68	590
43060	Chewing gum, sugarless	0.0	0.4	94.8	268
43075	Fluid replacement, electrolyte solution (include PEDIALYTE)	0.0	0.0	2.45	10
43100	Breakfast bars, oats, sugar, raisins, coconut (include granola bar)	9.8	17.6	66.7	464
43114	Vermicelli, made from soy	0.1	0.1	82.32	331
43125	Beans, liquid from stewed kidney beans	1.8	3.2	2.8	47
43128	Chicken, meatless	23.64	12.73	3.64	224
43130	Frankfurter, meatless	19.61	13.73	7.7	233
43131	Luncheon slices, meatless	17.78	11.11	4.44	189
43132	Meatballs, meatless	21.0	9.0	8.0	197
43134	Vegetarian fillets	23.0	18.0	9.0	290
43135	Sandwich spread, meatless	8.0	9.0	9.0	149
43137	Vegetarian meatloaf or patties	21.0	9.0	8.0	197
43155	Alcoholic beverage, wine, light	0.07	0.0	1.17	49
43158	Sweeteners, tabletop, saccharin (sodium saccharin)	0.94	0.0	89.11	360
911540	LOW SODIUM: Tomato juice, canned	0.86	0.29	4.32	23
43205	Beverage, instant breakfast powder, chocolate, not reconstituted	19.9	1.4	66.2	353
43212	Bacon bits, meatless	32.0	25.9	28.6	476
43214	Butter replacement, without fat, powder	2.0	1.0	89.0	373
43260	Beverage, instant breakfast powder, chocolate, sugar-free, not reconstituted	35.8	5.1	41.0	358
43274	Cheese, cream, low fat	7.85	15.28	8.13	201
43276	Cheese spread, cream cheese base	7.1	28.6	3.5	295
43282	Quail, cooked, total edible	25.1	14.1	0.0	227
43283	Pheasant, cooked, total edible	32.4	12.1	0.0	239
43287	Dove, cooked (includes squab)	23.9	13.0	0.0	213
43299	Soybean, curd cheese	12.5	8.1	6.9	151
43311	Potatoes, canned, drained solids, no salt added	1.4	0.2	13.6	60
43331	Salad dressing, bacon and tomato	1.8	35.0	2.0	326
43344	Jams, preserves, marmalade, reduced sugar	0.0	0.1	37.6	151
43345	Beverages, fruit-flavored drink, powder, with high vitamin C with other added vitamins, low calorie	0.25	0.16	91.0	227
43346	Frozen novelties, juice type, orange	0.5	0.0	23.17	95
43352	Cheese, cottage, lowfat, 1% milkfat, no sodium added	12.4	1.0	2.7	72
43365	Tomato and vegetable juice, low sodium	0.6	0.1	4.59	22
43366	Turkey, wing, smoked, cooked, with skin, bone removed	27.4	12.41	0.0	221
43367	Turkey, drumstick, smoked, cooked, with skin, bone removed	27.9	9.8	0.0	200
43369	Beverages, Chocolate-flavored drink, whey and milk based	0.64	0.4	10.68	49
43378	Pork, cured, bacon, cooked, broiled, pan-fried or roasted, reduced sodium	37.04	41.78	1.43	541
43382	Cranberry juice, not fortified, from concentrate, shelf stable	0.0	0.34	7.26	32
27000	Soup, egg drop, Chinese restaurant	1.16	0.61	4.29	27
27001	Soup, hot and sour, Chinese restaurant	2.58	1.21	4.35	39
27002	Soup, wonton, Chinese restaurant	2.08	0.26	5.25	32
43387	Turnip greens, canned, no salt added	1.36	0.3	2.81	19
43390	Turkey, light or dark meat, smoked, cooked, with skin, bone removed	28.1	9.7	0.0	208
43391	Turkey, light or dark meat, smoked, cooked, skin and bone removed	29.3	5.0	0.0	162
43392	Hearts of palm, raw	2.7	0.2	25.61	115
43398	Cheese, pasteurized process, cheddar or American, low sodium	22.2	31.19	1.6	376
43401	Beverages, coffee, instant, with whitener, reduced calorie	1.96	29.1	59.94	509
43404	Beverages, cranberry-apple juice drink, low calorie, with vitamin C added	0.1	0.0	4.7	19
43405	Cheese, swiss, low sodium	28.4	27.4	3.4	374
43406	Yeast extract spread	23.88	0.9	20.42	185
43408	Babyfood, juice, pear	0.0	0.0	11.86	43
43410	Chicken, meatless, breaded, fried	21.28	12.77	8.51	234
27035	Soup, ramen noodle, dry, any flavor, reduced fat, reduced sodium	10.89	2.5	70.95	350
27043	Soup, clam chowder, new england, reduced sodium, canned, ready-to-serve	2.33	4.23	5.68	70
27044	Soup, chicken noodle, reduced sodium, canned, ready-to-serve	3.29	1.34	3.84	41
27046	Sauce, duck, ready-to-serve	0.36	0.13	60.66	245
27047	Sauce, salsa, verde, ready-to-serve	1.13	0.89	6.36	38
27048	Sauce, steak, tomato based	1.25	0.23	22.04	95
27049	Sauce, tartar, ready-to-serve	1.0	16.7	13.3	211
27050	Sauce, sweet and sour, ready-to-serve	0.27	0.02	38.22	154
27051	Sauce, cocktail, ready-to-serve	1.36	1.05	28.22	128
27052	Dip, salsa con queso, cheese and salsa- medium	3.14	9.51	11.14	143
43441	Rolls, pumpernickel	10.8	2.8	51.87	276
27059	Sauce, peanut, made from peanut butter, water, soy sauce	6.31	16.02	22.02	257
27060	Soup, chunky vegetable, reduced sodium, canned, ready-to-serve	1.16	0.51	10.28	50
27062	Soup, beef barley, ready to serve	2.81	0.96	7.94	52
27063	Sauce, enchilada, red, mild, ready to serve	0.62	0.91	4.87	30
27064	Wasabi	2.23	10.9	46.13	292
27065	Dip, bean, original flavor	5.44	3.7	15.89	119
27066	Sauce, horseradish	1.09	50.89	10.05	503
43449	Beans, baked, canned, no salt added	4.8	0.4	20.49	105
43476	Tofu yogurt	3.5	1.8	15.96	94
43479	Alcoholic beverage, rice (sake)	0.5	0.0	5.0	134
43483	Millet, puffed	13.0	3.4	80.0	354
43506	Frozen novelties, ice cream type, chocolate or caramel covered, with nuts	4.4	20.2	30.9	323
43507	Frankfurter, low sodium	12.0	28.51	1.8	312
18933	Waffle, buttermilk, frozen, ready-to-heat, toasted	7.42	9.49	48.39	309
18938	Toaster Pastries, fruit, frosted (include apples, blueberry, cherry, strawberry)	4.01	9.02	71.83	385
43514	Frozen novelties, ice type, pop, with low calorie sweetener	0.0	0.0	5.92	24
18940	Muffin, blueberry, commercially prepared, low-fat	4.23	4.22	50.05	255
18942	Pie Crust, Cookie-type, Graham Cracker, Ready Crust	5.1	24.83	64.3	501
18943	Pie Crust, Cookie-type, Chocolate, Ready Crust	6.08	22.42	64.48	484
18949	Crackers, whole-wheat, reduced fat	11.34	7.59	75.52	416
18950	Crackers, wheat, reduced fat	9.34	13.37	71.52	444
43528	Beverages, ABBOTT, ENSURE PLUS, ready-to-drink	5.16	4.52	19.88	141
18955	Bread, pan dulce, sweet yeast bread	9.42	11.58	56.38	367
18963	Garlic bread, frozen	8.36	16.61	41.72	350
18964	Cinnamon buns, frosted (includes honey buns)	4.45	26.61	48.6	452
18965	Crackers, cheese, reduced fat	10.0	11.67	68.19	418
18966	Crackers, saltines, whole wheat (includes multi-grain)	7.14	10.71	68.25	398
18967	Bread, white wheat	10.66	2.15	43.91	238
18968	Bagels, wheat	10.2	1.53	48.89	250
18969	Cream puff, eclair, custard or cream filled, iced	4.41	18.52	37.43	334
43541	Ice creams, chocolate, rich	4.72	16.98	19.78	251
18971	Bread, potato	12.5	3.13	47.07	266
18972	Bread, cheese	10.42	20.83	44.83	408
18973	Focaccia, Italian flatbread, plain	8.77	7.89	35.82	249
43546	Babyfood, banana no tapioca, strained	1.0	0.2	21.34	91
19000	SCHIFF,TIGER'S MILK BAR	16.8	14.29	56.46	387
19002	Snacks, beef jerky, chopped and formed	33.2	25.6	11.0	410
19003	Snacks, corn-based, extruded, chips, plain	6.17	33.36	57.27	539
19007	Snacks, corn-based, extruded, onion-flavor	7.7	22.6	65.1	499
19008	Snacks, corn-based, extruded, puffs or twists, cheese-flavor	5.85	36.01	53.53	560
19009	Snacks, KRAFT, CORNNUTS, plain	8.5	15.64	71.86	446
43589	Cheese, swiss, low fat	28.4	5.1	3.4	179
19014	Snacks, fruit leather, rolls	0.1	3.0	85.8	371
19015	Snacks, granola bars, hard, plain	10.1	19.8	64.4	471
19018	Fruit syrup	0.0	0.0	85.13	341
43595	Breakfast bar, corn flake crust with fruit	4.4	7.5	72.8	376
43597	Cheese, mozzarella, low sodium	27.5	17.1	3.1	280
19026	Snacks, granola bars, soft, coated, milk chocolate coating, peanut butter	10.2	31.1	53.4	508
19030	Syrup, fruit flavored	0.0	0.02	65.1	261
19033	Snacks, GENERAL MILLS, CHEX MIX, traditional flavor	8.83	10.0	75.69	428
19034	Snacks, popcorn, air-popped	12.94	4.54	77.78	387
19036	Snacks, popcorn, cakes	9.7	3.1	80.1	384
19038	Snacks, popcorn, caramel-coated, with peanuts	6.4	7.8	80.7	400
19039	Snacks, popcorn, caramel-coated, without peanuts	3.8	12.8	79.1	431
19040	Snacks, popcorn, cheese-flavor	9.3	33.2	51.6	526
19041	Snacks, pork skins, plain	61.3	31.3	0.0	544
19042	Snacks, potato chips, barbecue-flavor	6.51	31.06	55.92	487
19045	Snacks, potato chips, made from dried potatoes, reduced fat	4.56	26.14	64.76	502
19047	Snacks, pretzels, hard, plain, salted	10.04	2.93	80.39	384
19049	Snacks, M&M MARS, COMBOS Snacks Cheddar Cheese Pretzel	9.85	16.92	66.5	463
10862	Pork, cured, bacon, pre-sliced, cooked, pan-fried	33.92	35.09	1.7	468
19056	Snacks, tortilla chips, plain, white corn, salted	7.1	20.68	67.78	472
19057	Snacks, tortilla chips, nacho cheese	7.36	27.42	60.81	519
10871	Pork, cured, ham and water product, whole, boneless, separable lean only, heated, roasted	13.88	5.46	4.61	123
19069	Candies, NESTLE, BUTTERFINGER Bar	5.4	18.9	72.9	459
10879	Pork, cured, ham -- water added, whole, boneless, separable lean only, heated, roasted	17.99	4.39	1.57	117
19074	Candies, caramels	4.6	8.1	77.0	382
10883	Pork, cured, ham with natural juices, whole, boneless, separable lean only, heated, roasted	20.57	3.01	0.84	113
19076	Candies, caramels, chocolate-flavor roll	1.59	3.31	87.73	387
19078	Baking chocolate, unsweetened, squares	14.32	52.31	28.42	642
19079	Candies, confectioner's coating, yogurt	5.87	27.0	63.94	522
19080	Candies, semisweet chocolate	4.2	30.0	63.9	480
19081	Candies, sweet chocolate	3.9	34.2	60.4	507
19083	Candies, sweet chocolate coated fondant	2.2	9.3	80.4	366
19087	Candies, white chocolate	5.87	32.09	59.24	539
10896	Pork, cured, bacon, cooked, restaurant	40.9	36.5	2.1	501
19088	Ice creams, vanilla, light	4.78	4.83	29.46	180
19089	Ice creams, vanilla, rich	3.5	16.2	22.29	249
19095	Ice creams, vanilla	3.5	11.0	23.6	207
19097	Sherbet, orange	1.1	2.0	30.4	144
19099	Candies, fondant, prepared-from-recipe	0.0	0.02	93.18	373
19100	Candies, fudge, chocolate, prepared-from-recipe	2.39	10.41	76.7	410
19103	Candies, fudge, vanilla, prepared-from-recipe	1.05	5.45	82.15	383
19106	Candies, gumdrops, starch jelly pieces	0.0	0.0	98.9	396
19107	Candies, hard	0.0	0.2	98.0	394
10917	Pork, cured, ham -- water added, whole, boneless, separable lean and fat, heated, roasted	17.77	5.48	1.54	126
19109	Candies, KIT KAT Wafer Bar	6.51	25.99	64.59	518
19111	Candies, NESTLE, BABY RUTH Bar	5.4	21.6	64.8	475
10922	Pork, cured, ham and water product, whole, boneless, separable lean and fat, heated, roasted	13.88	5.46	4.61	123
19114	Ice creams, chocolate, light	5.0	7.19	25.7	187
19116	Candies, marshmallows	1.8	0.2	81.3	318
10928	Pork, cured, ham with natural juices, whole, boneless, separable lean and fat, heated, roasted	20.54	3.13	0.84	114
19120	Candies, milk chocolate	7.65	29.66	59.4	535
19124	Baking chocolate, mexican, squares	3.64	15.59	77.41	426
19125	Chocolate-flavored hazelnut spread	5.41	29.73	62.36	539
10935	Pork, cured, ham, shank, bone-in, separable lean and fat, heated, roasted	24.39	9.35	0.64	191
19127	Candies, milk chocolate coated raisins	4.1	14.8	68.4	390
19128	Syrups, table blends, pancake, reduced-calorie	0.0	0.0	44.55	165
10943	Pork, fresh, loin, tenderloin, separable lean only, with added solution, cooked, roasted	21.61	3.15	0.31	116
19135	Candies, MARS SNACKFOOD US, MILKY WAY Bar	4.01	17.23	71.17	456
10945	Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, with added solution cooked, braised	27.58	12.14	0.0	227
19137	Toppings, strawberry	0.2	0.1	66.3	254
10947	Pork, fresh, loin, top loin (chops), boneless, separable lean only, with added solution, cooked, broiled	29.65	5.73	0.0	170
19140	Candies, MARS SNACKFOOD US, M&M's Peanut Chocolate Candies	9.57	26.13	60.48	515
19141	Candies, MARS SNACKFOOD US, M&M's Milk Chocolate Candies	4.33	21.13	71.19	492
10950	Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, with added solution, cooked, broiled	28.33	9.42	0.02	198
19142	Candies, MOUNDS Candy Bar	4.6	26.6	58.88	493
19144	Candies, NESTLE, 100 GRAND Bar	2.5	19.33	70.97	468
10954	Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, with added solution, cooked, braised	25.84	16.94	0.03	263
19148	Candies, peanut brittle, prepared-from-recipe	7.57	18.98	71.24	486
19150	Candies, REESE'S Peanut Butter Cups	10.24	30.53	55.36	515
19151	Candies, REESE'S PIECES Candy	12.46	24.77	59.86	497
19155	Candies, MARS SNACKFOOD US, SNICKERS Bar	7.53	23.85	61.51	491
19156	Candies, MARS SNACKFOOD US, STARBURST Fruit Chews, Original fruits	0.41	8.21	82.57	408
19159	Candies, MARS SNACKFOOD US, 3 MUSKETEERS Bar	2.6	12.75	77.77	436
19160	Candies, MARS SNACKFOOD US, TWIX Caramel Cookie Bars	4.91	24.85	64.8	502
19163	Chewing gum	0.0	0.3	96.7	360
19165	Cocoa, dry powder, unsweetened	19.6	13.7	57.9	228
10978	Pork, ground, 84% lean / 16% fat, cooked, pan-broiled	27.14	21.39	0.0	301
19173	Gelatin desserts, dry mix, prepared with water	1.22	0.0	14.19	60
19176	Gelatin desserts, dry mix, reduced calorie, with aspartame, prepared with water	0.83	0.0	4.22	20
19177	Gelatins, dry powder, unsweetened	85.6	0.1	0.0	335
19183	Puddings, chocolate, ready-to-eat	2.09	4.6	23.01	142
19184	Puddings, chocolate, dry mix, instant	2.3	1.9	87.9	378
10998	Canadian bacon, cooked, pan-fried	28.31	2.78	1.8	146
11001	Alfalfa seeds, sprouted, raw	3.99	0.69	2.1	23
19193	Puddings, rice, ready-to-eat	3.23	2.15	18.39	108
11008	Artichokes, (globe or french), cooked, boiled, drained, without salt	2.89	0.34	11.95	53
19201	Puddings, vanilla, ready-to-eat	1.45	3.78	22.6	130
